t,f
5494,699
5495,393
5496,371
5497,265
5499,136
5500,658
5501,1014
5502,1195
5503,1021
5504,650
5505,691
5506,92
5509,208
5510,633
5511,1348
5512,1034
5513,921
5514,659
5515,627
5516,110
5519,377
5520,887
5521,1092
5522,1138
5523,926
5524,552
5525,423
5526,83
5529,390
5530,826
5531,709
5532,885
5533,1131
5534,879
5535,622
5539,239
5540,507
5541,1061
5542,1134
5543,1183
5544,636
5545,652
5546,88
5550,598
5551,925
5552,512
5553,938
5554,990
5555,1156
5556,325
5561,361
5562,482
5563,570
5564,915
5565,1242
5566,1068
5567,792
5568,73
5572,11
5573,758
5574,1218
5575,929
5576,1031
5577,768
5578,594
5579,197
5582,392
5583,506
5584,1221
5585,1131
5586,977
5587,626
5588,598
5589,13
5592,207
5593,958
5594,951
5595,1153
5596,856
5597,696
5598,568
5602,496
5603,540
5604,1038
5605,983
5606,1023
5607,670
5608,756
5609,67
5612,166
5613,735
5614,1184
5615,1068
5616,875
5617,752
5618,690
5619,3
5622,302
5623,721
5624,606
5625,549
5626,1036
5627,914
5628,996
5629,358
5634,416
5635,626
5636,815
5637,501
5638,1104
5639,1018
5640,836
5641,92
5646,449
5647,514
5648,798
5649,1040
5650,885
5651,967
5652,795
5653,69
5657,247
5658,557
5659,1389
5660,1204
5661,879
5662,601
5663,581
5667,464
5668,722
5669,640
5670,1101
5671,1270
5672,795
5673,498
5678,548
5679,944
5680,787
5681,919
5682,1112
5683,717
5684,480
5688,114
5689,620
5690,1151
5691,1412
5692,687
5693,693
5694,729
5695,48
5698,222
5699,888
5700,786
5701,821
5702,1334
5703,727
5704,688
5705,38
5708,148
5709,539
5710,806
5711,903
5712,1133
5713,870
5714,732
5715,350
5719,76
5720,849
5721,1064
5722,1030
5723,1177
5724,614
5725,444
5726,164
5729,200
5730,601
5731,886
5732,539
5733,1275
5734,969
5735,836
5736,191
5740,41
5741,854
5742,664
5743,1195
5744,1126
5745,759
5746,792
5747,68
5751,551
5752,935
5753,518
5754,1137
5755,825
5756,855
5757,582
5758,85
5761,122
5762,467
5763,619
5764,1123
5765,1135
5766,1050
5767,604
5768,372
5772,139
5773,867
5774,661
5775,862
5776,1019
5777,818
5778,575
5779,376
5780,111
5783,224
5784,734
5785,459
5786,384
5787,976
5788,849
5789,925
5790,618
5791,319
5795,340
5796,1398
5797,1030
5798,1274
5799,630
5800,430
5801,375
5802,4
5804,232
5805,660
5806,1183
5807,870
5808,1275
5809,622
5810,643
5814,263
5815,1110
5816,1510
5817,879
5818,498
5819,624
5820,362
5821,255
5823,353
5824,928
5825,984
5826,980
5827,989
5828,747
5829,432
5833,505
5834,1183
5835,1312
5836,817
5837,737
5838,603
5839,344
5842,316
5843,1078
5844,936
5845,935
5846,1058
5847,808
5848,353
5852,419
5853,903
5854,1135
5855,1282
5856,799
5857,481
5858,404
5859,59
5862,516
5863,903
5864,724
5865,1101
5866,1000
5867,646
5868,564
5872,169
5873,662
5874,1139
5875,1181
5876,953
5877,566
5878,533
5879,280
5882,181
5883,774
5884,711
5885,550
5886,691
5887,1062
5888,1073
5889,341
5894,136
5895,589
5896,997
5897,1313
5898,1087
5899,696
5900,533
5901,245
5904,109
5905,776
5906,1141
5907,1126
5908,983
5909,669
5910,459
5911,184
5914,211
5915,680
5916,1306
5917,837
5918,1003
5919,833
5920,597
5924,592
5925,570
5926,476
5927,785
5928,1004
5929,974
5930,630
5931,437
5935,113
5936,801
5937,1058
5938,933
5939,1171
5940,559
5941,685
5942,228
5945,233
5946,700
5947,1024
5948,853
5949,1044
5950,880
5951,707
5956,492
5957,1280
5958,1161
5959,979
5960,662
5961,545
5962,335
5963,10
5965,439
5966,689
5967,600
5968,934
5969,1251
5970,829
5971,707
5972,51
5976,472
5977,1018
5978,516
5979,972
5980,882
5981,1053
5982,407
5983,106
5987,489
5988,566
5989,863
5990,1014
5991,1072
5992,917
5993,625
5998,714
5999,784
6000,633
6001,995
6002,1259
6003,630
6004,423
6008,5
6009,704
6010,843
6011,438
6012,1221
6013,959
6014,942
6015,414
6020,576
6021,682
6022,1098
6023,1028
6024,884
6025,621
6026,500
6027,2
6030,260
6031,1165
6032,1350
6033,805
6034,722
6035,690
6036,408
6037,89
6039,366
6040,744
6041,1035
6042,959
6043,1003
6044,609
6045,646
6046,123
6049,169
6050,729
6051,1237
6052,1135
6053,846
6054,617
6055,722
6056,18
6059,432
6060,866
6061,319
6062,908
6063,1139
6064,1074
6065,620
6066,191
6070,241
6071,879
6072,963
6073,799
6074,1304
6075,691
6076,559
6077,40
6080,221
6081,545
6082,1115
6083,1423
6084,769
6085,545
6086,704
6087,75
6090,233
6091,1331
6092,1182
6093,957
6094,663
6095,679
6096,376
6097,85
6099,295
6100,649
6101,862
6102,945
6103,1220
6104,876
6105,492
6106,53
6110,222
6111,946
6112,543
6113,427
6114,588
6115,632
6116,599
6117,232
6118,350
6119,535
6120,503
6126,258
6127,682
6128,796
6129,375
6130,658
6131,1109
6132,918
6133,380
6134,291
6139,719
6140,841
6141,998
6142,1113
6143,855
6144,696
6145,240
6149,373
6150,706
6151,866
6152,1104
6153,957
6154,881
6155,633
6160,590
6161,664
6162,592
6163,916
6164,1145
6165,939
6166,498
6167,109
6171,207
6172,1016
6173,947
6174,798
6175,869
6176,546
6177,816
6178,211
6179,77
6181,288
6182,467
6183,626
6184,406
6185,885
6186,1015
6187,633
6188,571
6189,421
6190,114
6193,296
6194,933
6195,466
6196,821
6197,945
6198,1208
6199,654
6200,170
6204,291
6205,539
6206,1153
6207,1179
6208,748
6209,902
6210,712
6214,162
6215,821
6216,571
6217,735
6218,1206
6219,639
6220,601
6221,657
6222,27
6225,313
6226,627
6227,1243
6228,1292
6229,709
6230,770
6231,522
6235,167
6236,945
6237,722
6238,934
6239,790
6240,694
6241,838
6242,359
6245,147
6246,512
6247,539
6248,437
6249,941
6250,835
6251,858
6252,790
6253,453
6257,231
6258,486
6259,625
6260,1118
6261,1169
6262,921
6263,652
6264,295
6268,189
6269,956
6270,791
6271,754
6272,972
6273,602
6274,1044
6275,176
6276,24
6278,150
6279,527
6280,523
6281,410
6282,804
6283,1181
6284,697
6285,565
6286,538
6290,132
6291,734
6292,736
6293,1093
6294,1077
6295,736
6296,726
6297,229
6301,410
6302,725
6303,520
6304,461
6305,974
6306,755
6307,833
6308,653
6309,177
6313,629
6314,538
6315,1083
6316,1020
6317,1060
6318,913
6319,304
6323,110
6324,757
6325,734
6326,511
6327,1057
6328,1149
6329,998
6330,123
6335,527
6336,726
6337,664
6338,668
6339,1026
6340,1254
6341,396
6342,190
6346,81
6347,489
6348,1142
6349,1250
6350,1080
6351,630
6352,605
6353,178
6356,127
6357,663
6358,1027
6359,1080
6360,1256
6361,641
6362,728
6366,149
6367,569
6368,1340
6369,1030
6370,861
6371,607
6372,518
6373,363
6374,28
6376,57
6377,678
6378,818
6379,762
6380,525
6381,914
6382,1159
6383,489
6384,30
6387,164
6388,295
6389,379
6390,1273
6391,1098
6392,998
6393,559
6394,727
6395,98
6398,290
6399,748
6400,796
6401,1064
6402,858
6403,932
6404,661
6405,33
6408,29
6409,658
6410,547
6411,769
6412,443
6413,944
6414,1095
6415,587
6416,320
6417,158
6421,324
6422,882
6423,457
6424,668
6425,1009
6426,984
6427,898
6428,209
6432,1
6433,525
6434,586
6435,785
6436,618
6437,1006
6438,1050
6439,284
6440,585
6444,73
6445,613
6446,734
6447,680
6448,1248
6449,1104
6450,629
6451,427
6455,223
6456,987
6457,1114
6458,864
6459,603
6460,587
6461,1026
6462,23
6465,316
6466,566
6467,441
6468,446
6469,461
6470,333
6471,796
6472,1019
6473,935
6474,248
6479,301
6480,887
6481,968
6482,948
6483,953
6484,996
6485,436
6489,82
6490,548
6491,600
6492,1237
6493,495
6494,839
6495,930
6496,689
6500,191
6501,369
6502,158
6503,1105
6504,1363
6505,1012
6506,550
6507,638
6508,114
6511,219
6512,1186
6513,1259
6514,920
6515,555
6516,779
6517,451
6518,101
6520,507
6521,740
6522,592
6523,832
6524,917
6525,847
6526,292
6527,518
6528,207
6531,215
6532,674
6533,1316
6534,999
6535,1022
6536,589
6537,581
6538,124
6541,395
6542,664
6543,1020
6544,944
6545,497
6546,1007
6547,845
6551,254
6552,531
6553,279
6554,1068
6555,1015
6556,1021
6557,608
6558,597
6559,185
6562,380
6563,497
6564,1162
6565,1118
6566,944
6567,863
6568,489
6572,105
6573,897
6574,528
6575,635
6576,726
6577,824
6578,1177
6579,327
6580,346
6584,158
6585,566
6586,1523
6587,934
6588,651
6589,680
6590,879
6591,65
6594,425
6595,637
6596,454
6597,384
6598,974
6599,749
6600,779
6601,626
6602,382
6606,265
6607,701
6608,682
6609,930
6610,891
6611,1233
6612,646
6613,205
6617,217
6618,695
6619,761
6620,482
6621,971
6622,1191
6623,819
6624,195
6625,134
6629,173
6630,907
6631,1001
6632,966
6633,1252
6634,704
6635,468
6639,160
6640,624
6641,801
6642,817
6643,1129
6644,473
6645,769
6646,714
6647,1
6650,202
6651,562
6652,479
6653,355
6654,1260
6655,884
6656,810
6657,609
6658,247
6662,281
6663,650
6664,802
6665,599
6666,871
6667,942
6668,583
6669,506
6670,205
6674,393
6675,468
6676,1092
6677,1159
6678,521
6679,870
6680,921
6681,95
6684,213
6685,600
6686,208
6687,820
6688,1314
6689,662
6690,867
6691,741
6692,71
6695,235
6696,1417
6697,1237
6698,926
6699,587
6700,468
6701,299
6702,324
6704,362
6705,760
6706,577
6707,826
6708,878
6709,1006
6710,530
6711,537
6715,331
6716,595
6717,1356
6718,1004
6719,916
6720,655
6721,566
6722,52
6725,437
6726,590
6727,708
6728,965
6729,1191
6730,902
6731,188
6732,410
6734,91
6736,215
6737,949
6738,1046
6739,863
6740,867
6741,726
6742,706
6743,111
6746,179
6747,649
6748,449
6749,447
6750,1251
6751,852
6752,785
6753,660
6754,209
6757,118
6758,589
6759,709
6760,867
6761,944
6762,827
6763,642
6764,555
6765,229
6768,83
6769,688
6770,613
6771,993
6772,1143
6773,927
6774,490
6775,491
6776,52
6779,211
6780,821
6781,1137
6782,970
6783,750
6784,807
6785,679
6786,74
6789,155
6790,606
6791,657
6792,812
6793,1400
6794,723
6795,343
6796,545
6797,30
6798,250
6800,140
6801,730
6802,1000
6803,1116
6804,1126
6805,552
6806,574
6807,240
6810,238
6811,563
6812,900
6813,665
6814,1203
6815,895
6816,756
6817,236
6821,149
6822,660
6823,960
6824,1258
6825,907
6826,492
6827,546
6828,345
6829,171
6831,276
6832,827
6833,890
6834,844
6835,577
6836,1254
6837,650
6838,123
6841,135
6842,534
6843,225
6844,1010
6845,1181
6846,630
6847,963
6848,613
6849,237
6852,460
6853,613
6854,639
6855,1004
6856,640
6857,507
6858,932
6859,607
6860,8
6862,121
6863,416
6864,472
6865,926
6866,1199
6867,735
6868,534
6869,672
6870,351
6871,16
6873,393
6874,848
6875,908
6876,933
6877,871
6878,859
6879,652
6880,60
6883,289
6884,515
6885,146
6886,650
6887,926
6888,1170
6889,797
6890,667
6891,260
6895,475
6896,441
6897,674
6898,1101
6899,531
6900,1092
6901,467
6902,577
6903,206
6906,499
6907,621
6908,897
6909,1273
6910,910
6911,600
6912,496
6913,161
6916,282
6917,748
6918,1089
6919,1381
6920,624
6921,595
6922,420
6923,355
6926,286
6927,919
6928,833
6929,787
6930,842
6931,1003
6932,556
6933,70
6934,105
6935,15
6936,128
6937,529
6938,300
6939,850
6940,1006
6941,1209
6942,641
6943,485
6944,162
6945,160
6946,11
6948,174
6949,752
6950,746
6951,1093
6952,816
6953,1051
6954,650
6955,222
6959,347
6960,573
6961,673
6962,411
6963,1011
6964,864
6965,636
6966,753
6967,165
6968,45
6971,283
6972,737
6973,609
6974,600
6975,596
6976,749
6977,1043
6978,343
6979,526
6980,10
6983,192
6984,609
6985,814
6986,500
6987,1128
6988,818
6989,1092
6990,222
6991,66
6995,443
6996,686
6997,1167
6998,805
6999,1118
7000,433
7001,623
7002,175
7005,51
7006,658
7007,726
7008,736
7009,1075
7010,586
7011,529
7012,560
7013,549
7014,62
7017,602
7018,577
7019,596
7020,358
7021,694
7022,975
7023,738
7024,652
7025,233
7029,58
7030,727
7031,774
7032,448
7033,684
7034,954
7035,1259
7036,384
7037,246
7039,16
7042,461
7043,659
7044,718
7045,448
7046,646
7047,1064
7048,850
7049,477
7050,107
7055,811
7056,569
7057,678
7058,987
7059,890
7060,914
7061,490
7062,183
7066,326
7067,527
7068,807
7069,478
7070,974
7071,1056
7072,609
7073,405
7074,230
7075,14
7078,602
7079,531
7080,531
7081,879
7082,881
7083,747
7084,893
7085,350
7087,34
7089,148
7090,575
7091,123
7092,684
7093,772
7094,738
7095,797
7096,1014
7097,255
7098,324
7099,77
7102,147
7103,563
7104,1227
7105,1320
7106,762
7107,653
7108,781
7109,9
7110,8
7112,202
7113,763
7114,508
7115,456
7116,880
7117,765
7118,943
7119,534
7120,389
7121,28
7124,258
7125,556
7126,1162
7127,1007
7128,580
7129,985
7130,768
7131,170
7134,265
7135,575
7136,294
7137,973
7138,1368
7139,483
7140,945
7141,590
7142,18
7145,165
7146,730
7147,455
7148,672
7149,766
7150,915
7151,903
7152,830
7153,40
7158,535
7159,1069
7160,1598
7161,695
7162,499
7163,697
7164,334
7167,259
7168,994
7169,351
7170,967
7171,1221
7172,670
7173,525
7174,495
7178,417
7179,662
7180,1261
7181,1153
7182,685
7183,750
7184,563
7186,1
7188,287
7189,913
7190,473
7191,672
7192,1000
7193,484
7194,608
7195,835
7196,173
7199,214
7200,546
7201,669
7202,410
7203,977
7204,844
7205,498
7206,844
7207,523
7211,223
7212,941
7213,443
7214,602
7215,558
7216,667
7217,1112
7218,699
7219,244
7222,128
7223,349
7224,104
7225,1489
7226,696
7227,782
7228,980
7229,667
7230,176
7233,208
7234,542
7235,170
7236,1219
7237,1218
7238,967
7239,586
7240,486
7241,143
7244,289
7245,536
7246,814
7247,395
7248,1000
7249,685
7250,595
7251,373
7252,810
7256,131
7257,622
7258,634
7259,905
7260,750
7261,646
7262,826
7263,771
7264,238
7267,578
7268,264
7269,246
7270,547
7271,771
7272,1018
7273,921
7274,707
7275,382
7280,604
7281,459
7282,1022
7283,1221
7284,788
7285,526
7286,525
7287,361
7290,221
7291,501
7292,791
7293,730
7294,1105
7295,852
7296,713
7297,502
7301,51
7302,612
7303,726
7304,910
7305,706
7306,512
7307,905
7308,774
7309,333
7312,128
7313,264
7314,160
7315,513
7316,775
7317,1070
7318,1150
7319,564
7320,572
7321,223
7324,115
7325,454
7326,915
7327,532
7328,823
7329,672
7330,442
7331,607
7332,644
7333,298
7336,285
7337,618
7338,420
7339,631
7340,573
7341,626
7342,702
7343,343
7344,779
7345,389
7346,75
7347,73
7349,466
7350,485
7351,375
7352,318
7353,897
7354,862
7355,842
7356,839
7357,235
7358,112
7361,84
7362,859
7363,552
7364,521
7365,491
7366,517
7367,912
7368,638
7369,739
7370,219
7374,105
7375,559
7376,730
7377,983
7378,714
7379,644
7380,575
7381,1132
7382,8
7385,58
7386,430
7387,422
7388,134
7389,1087
7390,629
7391,873
7392,809
7393,781
7394,162
7395,54
7398,190
7399,1044
7400,515
7401,891
7402,545
7403,962
7404,520
7405,442
7406,358
7407,54
7409,426
7410,410
7411,728
7412,831
7413,892
7414,1072
7415,803
7416,264
7417,7
7419,257
7420,272
7421,246
7422,1175
7423,1069
7424,711
7425,894
7426,799
7427,82
7430,247
7431,392
7432,593
7433,491
7434,1040
7435,810
7436,809
7437,685
7438,318
7442,409
7443,550
7444,584
7445,581
7446,758
7447,1193
7448,730
7449,311
7450,411
7451,35
7454,202
7455,580
7456,583
7457,1003
7458,635
7459,503
7460,434
7461,768
7462,598
7463,216
7465,243
7466,347
7467,387
7468,356
7469,602
7470,1252
7471,782
7472,542
7473,610
7474,340
7475,2
7477,119
7478,806
7479,643
7480,403
7481,718
7482,804
7483,903
7484,505
7485,515
7489,234
7490,617
7491,842
7492,523
7493,1117
7494,1052
7495,469
7496,254
7497,412
7501,404
7502,791
7503,347
7504,238
7505,849
7506,434
7507,780
7508,950
7509,698
7510,11
7512,11
7513,239
7514,443
7515,517
7516,781
7517,710
7518,973
7519,764
7520,248
7521,359
7522,105
7523,280
7525,73
7526,773
7527,643
7528,881
7529,558
7530,952
7531,1046
7532,601
7533,12
7536,337
7537,120
7538,221
7539,981
7540,874
7541,911
7542,542
7543,928
7544,497
7545,39
7547,98
7548,525
7549,576
7550,298
7551,701
7552,723
7553,755
7554,707
7555,529
7556,312
7557,220
7558,22
7559,204
7560,241
7561,464
7562,768
7563,690
7564,315
7565,965
7566,644
7567,419
7568,413
7569,294
7571,279
7572,421
7573,292
7574,543
7575,468
7576,339
7577,850
7578,845
7579,325
7580,661
7581,225
7582,263
7585,53
7586,743
7587,362
7588,300
7589,660
7590,329
7591,567
7592,568
7593,444
7594,434
7595,483
7596,137
7597,178
7599,268
7600,586
7601,379
7602,314
7603,482
7604,429
7605,498
7606,342
7607,309
7608,305
7609,429
7610,205
7611,278
7612,206
7613,333
7614,6
7615,2
7616,209
7617,153
7618,315
7619,65
7620,714
7621,445
7622,413
7623,366
7624,297
7625,725
7626,688
7627,412
7628,291
7629,299
7630,211
7631,84
7632,38
7633,215
7634,527
7635,460
7636,346
7637,495
7638,397
7639,401
7640,290
7641,402
7642,196
7643,358
7644,79
7645,85
7646,434
7647,60
7648,105
7649,144
7650,214
7651,181
7652,286
7653,188
7654,635
7655,297
7656,129
7657,396
7658,289
7659,489
7660,166
7661,406
7662,672
7663,526
7664,128
7665,389
7666,160
7667,205
7668,6
7669,140
7670,279
7671,597
7672,240
7673,345
7674,400
7675,157
7676,434
7677,118
7678,655
7679,368
7680,241
7681,516
7682,414
7683,218
7684,87
7685,330
7686,305
7687,305
7688,188
7689,306
7690,442
7691,289
7692,342
7693,354
7694,547
7695,139
7696,735
7697,465
7698,314
7699,135
7700,295
7701,256
7702,51
7703,57
7704,401
7705,392
7706,410
7707,259
7708,376
7709,468
7710,408
7711,551
7712,1016
7713,227
7714,401
7715,512
7716,54
7717,37
7718,102
7719,234
7720,730
7721,253
7722,347
7723,497
7724,423
7725,264
7726,789
7727,402
7728,435
7729,226
7730,446
7731,172
7733,73
7734,327
7735,446
7736,323
7737,383
7738,496
7739,433
7740,407
7741,245
7742,824
7743,549
7744,218
7745,416
7746,325
7747,34
7748,91
7749,84
7750,194
7751,485
7752,446
7753,296
7754,747
7755,254
7756,701
7757,689
7758,245
7759,423
7760,449
7761,115
7763,151
7764,260
7765,453
7766,412
7767,297
7768,694
7769,459
7770,290
7771,656
7772,430
7773,339
7774,542
7775,248
7776,133
7777,217
7778,127
7779,262
7780,413
7781,316
7782,588
7783,435
7784,279
7785,405
7786,318
7787,241
7788,280
7789,380
7790,135
7791,131
7792,286
7793,378
7794,128
7795,3
7796,312
7797,318
7798,185
7799,199
7800,136
7801,387
7802,528
7803,252
7804,539
7805,415
7806,97
7807,368
7808,273
7809,263
7810,341
7811,9
7812,351
7813,329
7814,394
7815,132
7816,245
7817,111
7820,220
7821,557
7822,671
7823,1150
7824,1004
7825,824
7826,332
7827,237
7828,390
7829,25
7831,45
7832,351
7833,58
7834,761
7835,736
7836,497
7837,472
7838,691
7839,398
7840,503
7841,346
7842,123
7843,264
7844,341
7845,214
7846,525
7847,463
7848,338
7849,462
7850,160
7851,340
7852,356
7853,194
7854,560
7855,470
7856,351
7857,113
7858,8
7859,175
7860,21
7861,15
7862,272
7863,463
7864,613
7865,425
7866,277
7867,361
7868,106
7869,126
7870,252
7871,295
7872,726
7873,919
7874,279
7875,271
7876,307
7877,14
7878,166
7880,335
7881,464
7882,960
7883,706
7884,728
7885,611
7886,531
7887,572
7888,348
7889,203
7890,2
7891,199
7892,365
7893,74
7894,681
7895,867
7896,1153
7897,548
7898,484
7899,392
7900,561
7901,17
7902,33
7904,536
7905,713
7906,406
7907,169
7908,435
7909,163
7910,489
7911,441
7912,277
7913,607
7914,402
7915,206
7916,222
7917,16
7918,299
7919,277
7920,86
7921,621
7922,159
7923,408
7924,484
7925,155
7926,397
7927,209
7928,149
7929,478
7930,338
7931,109
7932,131
7933,521
7934,579
7935,250
7936,76
7937,110
7939,1
7941,280
7942,771
7943,916
7944,474
7945,972
7946,765
7947,469
7948,583
7949,281
7951,225
7952,239
7953,626
7954,1052
7955,644
7956,535
7957,478
7958,314
7959,519
7960,508
7961,56
7962,297
7963,279
7964,337
7965,477
7966,277
7967,611
7968,881
7969,608
7970,232
7971,583
7972,64
7973,444
7974,638
7976,100
7977,413
7978,401
7979,582
7980,725
7981,108
7982,306
7983,234
7984,419
7985,750
7986,341
7987,346
7988,163
7990,162
7991,101
7992,211
7993,499
7994,482
7995,269
7996,537
7997,244
7998,152
7999,365
8000,146
8001,487
8002,377
8003,516
8004,231
8005,205
8006,351
8007,161
8008,85
8009,146
8010,200
8011,481
8012,140
8013,591
8014,159
8015,672
8016,59
8017,543
8018,107
8019,332
8020,206
8021,181
8022,271
8023,45
8024,473
8025,78
8026,411
8027,203
8028,32
8029,514
8030,4
8032,194
8033,178
8034,213
8035,1009
8036,524
8037,287
8038,416
8039,374
8040,851
8041,353
8043,81
8044,270
8045,65
8046,251
8047,707
8048,93
8049,473
8050,154
8051,300
8052,976
8053,653
8054,495
8055,316
8056,560
8057,429
8058,369
8059,349
8061,160
8062,537
8063,319
8064,383
8065,747
8066,570
8067,488
8068,473
8069,479
8070,358
8071,120
8072,278
8073,469
8074,385
8075,218
8076,1260
8077,368
8078,421
8079,441
8080,131
8081,624
8082,444
8083,316
8084,319
8085,323
8087,209
8088,261
8089,189
8090,444
8091,368
8092,469
8093,458
8094,472
8095,552
8096,911
8097,11
8098,193
8099,130
8100,160
8101,574
8102,320
8103,311
8104,398
8105,404
8106,403
8107,422
8108,1
8109,700
8110,256
8111,79
8112,281
8113,199
8114,224
8115,39
8346,167
8347,40
8348,80
8349,214
8350,2
8351,127
8352,55
8353,249
8354,118
8355,290
8356,234
8357,556
8358,239
8359,291
8360,205
8361,266
8362,344
8363,328
8364,803
8365,659
8366,552
8367,475
8368,203
8369,120
8370,1
8371,112
8372,542
8373,303
8374,534
8375,860
8376,425
8377,904
8378,681
8379,376
8380,516
8381,141
8382,5
8383,51
8384,241
8385,384
8386,834
8387,408
8388,794
8389,623
8390,456
8391,810
8392,271
8393,380
8394,286
8396,117
8397,538
8398,182
8399,722
8400,664
8401,565
8402,876
8403,495
8404,311
8405,386
8406,449
8407,151
8409,242
8410,302
8411,614
8412,330
8413,600
8414,877
8415,600
8416,880
8417,508
8418,289
8419,196
8421,78
8422,226
8423,124
8424,472
8425,596
8426,647
8427,793
8428,476
8429,303
8430,3
8431,599
8432,195
8433,405
8434,392
8436,59
8437,705
8438,287
8439,394
8440,952
8441,375
8442,476
8443,294
8444,450
8445,308
8446,270
8447,149
8448,377
8449,733
8450,803
8451,642
8452,294
8453,469
8454,268
8456,287
8457,473
8458,257
8459,468
8460,619
8461,84
8462,148
8463,1
8464,6
8465,465
8466,477
8467,48
8468,856
8469,437
8470,282
8471,683
8472,448
8473,387
8474,411
8475,84
8476,360
8477,60
8478,436
8479,352
8480,435
8481,438
8482,416
8483,387
8484,585
8485,45
8486,616
8487,719
8488,340
8489,514
8490,233
8491,423
8492,46
8494,342
8495,439
8496,192
8497,764
8498,523
8499,689
8500,449
8501,621
8502,214
8503,273
8504,638
8505,212
8506,153
8507,207
8508,104
8509,534
8510,338
8511,296
8512,367
8513,677
8514,341
8515,993
8516,593
8517,246
8518,217
8519,66
8520,193
8521,218
8522,47
8523,115
8524,817
8525,220
8526,376
8527,651
8528,488
8529,627
8530,151
8531,438
8532,425
8533,462
8535,251
8536,517
8537,320
8538,910
8539,531
8540,450
8541,268
8542,328
8543,422
8544,389
8545,209
8546,352
8547,285
8548,301
8549,116
8550,78
8551,449
8552,300
8553,343
8554,566
8555,611
8556,818
8557,529
8558,600
8559,517
8560,308
8561,102
8562,38
8563,135
8564,115
8565,439
8566,247
8567,389
8568,183
8569,311
8570,123
8571,356
8572,153
8573,854
8574,443
8575,693
8576,265
8577,162
8578,285
8579,125
8580,113
8581,86
8582,480
8583,476
8584,450
8585,365
8586,364
8587,449
8588,292
8589,518
8590,184
8591,451
8592,154
8593,59
8594,200
8595,37
8596,69
8597,435
8598,257
8599,197
8600,284
8601,107
8602,382
8603,395
8604,309
8605,782
8606,298
8607,669
8608,324
8609,210
8610,494
8611,274
8612,90
8613,240
8614,23
8615,166
8616,571
8617,402
8618,317
8619,442
8620,110
8621,503
8622,283
8623,377
8624,488
8625,267
8626,358
8627,250
8628,371
8629,258
8631,169
8632,291
8633,237
8634,438
8635,487
8636,289
8637,715
8638,150
8639,228
8640,557
8641,287
8642,751
8643,242
8644,145
8645,278
8646,61
8647,97
8648,193
8649,310
8650,393
8651,404
8652,402
8653,320
8654,367
8655,354
8656,423
8657,290
8658,630
8659,408
8660,426
8661,220
8662,135
8663,151
8664,219
8665,21
8666,318
8667,300
8668,192
8669,263
8670,315
8671,434
8672,340
8673,425
8674,340
8675,742
8676,454
8677,305
8678,396
8679,323
8680,161
8681,55
8682,135
8683,156
8684,418
8685,310
8686,166
8687,560
8688,204
8689,332
8690,297
8691,498
8692,378
8693,420
8694,159
8695,387
8696,115
8697,336
8698,124
8699,192
8700,236
8701,238
8702,147
8703,339
8704,198
8705,289
8706,650
8707,257
8708,412
8709,141
8710,495
8711,195
8712,393
8713,323
8714,216
8715,357
8716,473
8717,132
8718,171
8719,141
8721,189
8722,95
8723,324
8724,188
8725,226
8726,356
8727,288
8728,406
8729,415
8730,333
8731,497
8732,452
8733,255
8734,438
8735,229
8736,242
8737,57
8738,175
8739,273
8740,336
8741,442
8742,220
8743,141
8744,395
8745,343
8746,191
8747,240
8748,498
8749,374
8750,366
8751,265
8752,213
8753,242
8754,171
8755,87
8756,121
8757,360
8758,202
8759,430
8760,582
8761,219
8762,286
8763,183
8764,391
8765,397
8766,325
8767,395
8768,205
8769,353
8770,271
8771,141
8772,359
8773,106
8774,85
8775,315
8776,168
8777,185
8778,234
8779,382
8780,336
8781,136
8782,322
8783,321
8784,221
8785,180
8786,212
8787,229
8788,289
8789,244
8790,392
8791,174
8792,293
8793,145
8794,118
8795,98
8796,125
8797,130
8798,232
8799,307
8800,413
8801,114
8802,492
8803,189
8804,190
8805,229
8806,314
8807,184
8808,150
8809,248
8810,210
8811,213
8812,201
8813,215
8814,374
8815,204
8816,330
8817,94
8818,118
8819,132
8820,53
8821,46
8822,291
8823,289
8824,188
8825,205
8826,70
8827,385
8828,271
8829,206
8830,244
8831,118
8832,188
8833,68
8834,201
8835,110
8836,150
8837,40
8838,116
8839,112
8840,329
8841,318
8842,31
8843,1
8847,151
8848,172
8849,573
8850,305
8851,125
8852,197
8854,61
8855,180
8856,184
8857,126
8876,7
8877,246
8878,250
8879,232
8885,99
8886,41
8887,44
8888,349
8889,486
8890,468
8891,460
8892,627
8893,246
8897,38
8898,185
8899,494
8900,400
8901,669
8902,513
8903,332
8904,176
8907,155
8908,146
8909,486
8910,290
8911,449
8912,603
8913,596
8914,44
8917,83
8918,310
8919,357
8920,125
8921,313
8922,325
8923,529
8924,397
8925,235
8926,70
8928,1
8930,65
8931,185
8932,332
8933,496
8934,618
8935,396
8936,396
8937,358
8938,38
8940,20
8941,131
8942,164
8943,246
8944,474
8945,573
8946,596
8947,310
8948,203
8952,71
8953,132
8954,142
8955,331
8956,427
8957,662
8958,837
8959,147
8963,153
8964,73
8965,198
8966,397
8967,502
8968,392
8969,406
8970,427
8971,240
8972,1
8974,68
8975,332
8976,192
8977,258
8978,235
8979,522
8980,397
8981,282
8982,251
8983,92
8984,186
8985,68
8986,257
8987,130
8988,208
8989,149
8990,153
8991,274
8992,242
8993,134
8994,313
