t,f
2999,154
3000,69
3001,221
3002,335
3003,180
3004,155
3005,184
3006,217
3007,172
3008,196
3009,171
3010,215
3011,168
3012,157
3013,96
3014,110
3015,116
3016,104
3017,69
3018,102
3019,122
3020,356
3021,177
3022,139
3023,175
3024,86
3025,86
3026,33
3027,88
3028,133
3029,129
3030,93
3031,111
3032,60
3033,99
3034,34
3035,50
3036,32
3037,49
3038,41
3039,56
3040,49
3041,65
3042,43
3043,55
3044,216
3045,174
3046,136
3047,204
3048,221
3049,169
3050,206
3051,146
3052,244
3053,178
3054,80
3055,191
3056,147
3057,108
3058,102
3059,59
3060,132
3061,158
3062,71
3063,175
3064,132
3065,98
3066,234
3067,91
3068,147
3069,82
3070,55
3071,104
3072,50
3073,115
3074,128
3075,141
3076,102
3077,46
3078,98
3079,205
3080,212
3081,139
3082,148
3083,109
3084,130
3085,182
3086,157
3087,156
3088,62
3089,127
3090,83
3091,97
3092,167
3093,83
3094,127
3095,118
3096,156
3097,70
3098,72
3099,99
3100,135
3101,89
3102,139
3103,133
3104,138
3105,231
3106,162
3107,79
3108,102
3109,64
3110,71
3111,61
3112,158
3113,118
3114,49
3115,68
3116,103
3117,118
3118,140
3119,193
3120,214
3121,154
3122,138
3123,198
3124,197
3125,284
3126,179
3127,109
3128,60
3129,220
3130,106
3131,89
3132,69
3133,88
3134,71
3135,76
3136,112
3137,79
3138,143
3139,191
3140,226
3141,103
3142,136
3143,58
3144,110
3145,79
3146,94
3147,86
3148,177
3149,59
3150,55
3151,132
3152,166
3153,95
3154,136
3155,156
3156,245
3157,155
3158,184
3159,111
3160,210
3161,108
3162,61
3163,93
3164,63
3165,117
3166,70
3167,137
3168,162
3169,144
3170,105
3171,113
3172,69
3173,126
3174,69
3175,73
3176,106
3177,101
3178,59
3179,43
3180,82
3181,198
3182,126
3183,159
3184,115
3185,145
3186,224
3187,220
3188,169
3189,183
3190,126
3191,130
3192,101
3193,87
3194,105
3195,107
3196,60
3197,86
3198,80
3199,132
3200,142
3201,155
3202,214
3203,90
3204,60
3205,120
3206,86
3207,70
3208,132
3209,86
3210,84
3211,110
3212,97
3213,90
3214,143
3215,119
3216,70
3217,208
3218,199
3219,198
3220,98
3221,115
3222,104
3223,105
3224,68
3225,103
3226,114
3227,91
3228,109
3229,141
3230,87
3231,76
3232,106
3233,145
3234,87
3235,209
3236,134
3237,88
3238,77
3239,116
3240,109
3241,85
3242,61
3243,116
3244,286
3245,85
3246,191
3247,158
3248,137
3249,204
3250,149
3251,110
3252,78
3253,87
3254,49
3255,114
3256,99
3257,63
3258,130
3259,111
3260,148
3261,156
3262,144
3263,63
3264,120
3265,73
3266,95
3267,61
3268,69
3269,65
3270,155
3271,232
3272,196
3273,108
3274,144
3275,132
3276,102
3277,141
3278,73
3279,67
3280,65
3281,40
3282,50
3283,43
3284,54
3285,137
3286,97
3287,165
3288,128
3289,202
3290,309
3291,210
3292,190
3293,130
3294,116
3295,143
3296,125
3297,112
3298,104
3299,96
3300,58
3301,121
3302,50
3303,150
3304,94
3305,111
3306,164
3307,125
3308,93
3309,106
3310,98
3311,112
3312,131
3313,52
3314,80
3315,67
3316,52
3317,77
3318,53
3319,33
3320,136
3321,34
3322,68
3323,62
3324,57
3325,85
3326,73
3327,58
3328,106
3329,103
3330,106
3331,128
3332,138
3333,57
3334,97
3335,69
3336,83
3337,107
3338,50
3339,168
3340,61
3341,105
3342,147
3343,141
3344,131
3345,141
3346,102
3347,150
3348,78
3349,57
3350,40
3351,133
3352,69
3353,150
3354,160
3355,129
3356,131
3357,163
3358,256
3359,192
3360,305
3361,233
3362,179
3363,85
3364,126
3365,78
3366,120
3367,122
3368,202
3369,150
3370,118
3371,146
3372,66
3373,83
3374,194
3375,190
3376,189
3377,192
3378,147
3379,181
3380,114
3381,130
3382,120
3383,104
3384,181
3385,131
3386,123
3387,93
3388,60
3389,167
3390,82
3391,88
3392,122
3393,146
3394,78
3395,153
3396,103
3397,143
3398,125
3399,150
3400,148
3401,149
3402,165
3403,104
3404,34
3405,65
3406,56
3407,67
3408,93
3409,70
3410,82
3411,115
3412,165
3413,137
3414,107
3415,230
3416,162
3417,161
3418,177
3419,171
3420,160
3421,188
3422,89
3423,112
3424,45
3425,125
3426,95
3427,66
3428,94
3429,118
3430,80
3431,254
3432,168
3433,71
3434,104
3435,51
3436,103
3437,42
3438,116
3439,100
3440,96
3441,97
3442,119
3443,186
3444,174
3445,143
3446,121
3447,187
3448,107
3449,198
3450,221
3451,134
3452,120
3453,69
3454,192
3455,131
3456,176
3457,114
3458,144
3459,58
3460,136
3461,67
3462,91
3463,96
3464,161
3465,170
3466,115
3467,142
3468,105
3469,151
3470,110
3471,123
3472,102
3473,43
3474,68
3475,55
3476,77
3477,176
3478,140
3479,118
3480,153
3481,80
3482,216
3483,169
3484,110
3485,213
3486,208
3487,101
3488,78
3489,125
3490,121
3491,89
3492,104
3493,121
3494,89
3495,71
3496,43
3497,88
3498,79
3499,117
3500,120
3501,122
3502,182
3503,222
3504,174
3505,148
3506,132
3507,210
3508,129
3509,66
3510,96
3511,115
3512,41
3513,101
3514,92
3515,124
3516,163
3517,203
3518,126
3519,169
3520,56
3521,110
3522,36
3523,171
3524,127
3525,116
3526,146
3527,91
3528,64
3529,116
3530,132
3531,102
3532,101
3533,180
3534,101
3535,167
3536,262
3537,171
3538,189
3539,159
3540,103
3541,106
3542,117
3543,76
3544,102
3545,93
3546,137
3547,165
3548,156
3549,158
3550,134
3551,107
3552,56
3553,74
3554,104
3555,112
3556,70
3557,114
3558,132
3559,65
3560,125
3561,193
3562,184
3563,141
3564,92
3565,156
3566,222
3567,240
3568,123
3569,88
3570,99
3571,137
3572,76
3573,144
3574,82
3575,145
3576,66
3577,158
3578,131
3579,153
3580,115
3581,129
3582,68
3583,136
3584,54
3585,118
3586,152
3587,54
3588,100
3589,96
3590,124
3591,189
3592,212
3593,63
3594,183
3595,109
3596,128
3597,70
3598,91
3599,174
3600,99
3601,115
3602,100
3603,111
3604,149
3605,130
3606,217
3607,232
3608,192
3609,180
3610,177
3611,92
3612,155
3613,74
3614,110
3615,124
3616,67
3617,114
3618,79
3619,138
3620,220
3621,161
3622,115
3623,135
3624,82
3625,152
3626,177
3627,72
3628,69
3629,72
3630,26
3631,42
3632,118
3633,183
3634,105
3635,84
3636,106
3637,188
3638,201
3639,115
3640,228
3641,183
3642,102
3643,77
3644,104
3645,105
3646,90
3647,116
3648,129
3649,105
3650,185
3651,108
3652,135
3653,130
3654,148
3655,113
3656,154
3657,95
3658,141
3659,96
3660,100
3661,98
3662,146
3663,68
3664,104
3665,198
3666,118
3667,152
3668,93
3669,54
3670,86
3671,79
3672,66
3673,151
3674,73
3675,131
3676,81
3677,87
3678,86
3679,157
3680,193
3681,157
3682,118
3683,118
3684,192
3685,105
3686,117
3687,153
3688,93
3689,88
3690,160
3691,95
3692,103
3693,104
3694,181
3695,124
3696,106
3697,108
3698,125
3699,85
3700,69
3701,87
3702,69
3703,77
3704,77
3705,125
3706,84
3707,65
3708,112
3709,155
3710,168
3711,94
3712,88
3713,143
3714,199
3715,168
3716,170
3717,120
3718,117
3719,93
3720,94
3721,151
3722,94
3723,78
3724,118
3725,87
3726,85
3727,133
3728,32
3729,121
3730,132
3731,154
3732,104
3733,105
3734,108
3735,96
3736,58
3737,95
3738,98
3739,80
3740,102
3741,79
3742,130
3743,180
3744,142
3745,214
3746,178
3747,136
3748,149
3749,138
3750,120
3751,149
3752,90
3753,84
3754,184
3755,125
3756,102
3757,102
3758,112
3759,184
3760,89
3761,118
3762,152
3763,98
3764,144
3765,115
3766,44
3767,173
3768,155
3769,87
3770,79
3771,83
3772,70
3773,244
3774,168
3775,116
3776,147
3777,169
3778,147
3779,90
3780,96
3781,166
3782,116
3783,93
3784,73
3785,131
3786,145
3787,114
3788,97
3789,66
3790,112
3791,80
3792,148
3793,99
3794,135
3795,139
3796,147
3797,166
3798,81
3799,157
3800,156
3801,134
3802,103
3803,104
3804,114
3805,61
3806,19
3807,70
3808,94
3809,143
3810,173
3811,122
3812,176
3813,223
3814,211
3815,202
3816,186
3817,151
3818,136
3819,57
3820,68
3821,65
3822,85
3823,128
3824,93
3825,74
3826,120
3827,127
3828,196
3829,198
3830,87
3831,99
3832,65
3833,50
3834,100
3835,243
3836,117
3837,127
3838,148
3839,95
3840,150
3841,152
3842,107
3843,123
3844,146
3845,160
3846,142
3847,154
3848,126
3849,75
3850,95
3851,165
3852,155
3853,65
3854,150
3855,67
3856,99
3857,71
3858,63
3859,113
3860,105
3861,115
3862,84
3863,75
3864,87
3865,142
3866,118
3867,180
3868,133
3869,118
3870,137
3871,58
3872,71
3873,69
3874,68
3875,65
3876,71
3877,99
3878,62
3879,168
3880,109
3881,163
3882,153
3883,208
3884,163
3885,177
3886,218
3887,146
3888,153
3889,157
3890,143
3891,84
3892,132
3893,53
3894,142
3895,139
3896,216
3897,100
3898,98
3899,167
3900,83
3901,69
3902,99
3903,115
3904,59
3905,42
3906,144
3907,122
3908,95
3909,80
3910,59
3911,82
3912,129
3913,173
3914,185
3915,183
3916,145
3917,213
3918,169
3919,103
3920,123
3921,99
3922,112
3923,100
3924,200
3925,202
3926,86
3927,67
3928,89
3929,111
3930,38
3931,82
3932,68
3933,158
3934,135
3935,214
3936,67
3937,138
3938,62
3939,100
3940,118
3941,245
3942,168
3943,70
3944,115
3945,126
3946,87
3947,91
3948,133
3949,129
3950,113
3951,205
3952,241
3953,172
3954,216
3955,194
3956,123
3957,142
3958,112
3959,94
3960,116
3961,148
3962,207
3963,104
3964,64
3965,137
3966,109
3967,40
3968,131
3969,85
3970,142
3971,78
3972,69
3973,101
3974,201
3975,148
3976,214
3977,111
3978,161
3979,188
3980,112
3981,79
3982,169
3983,135
3984,95
3985,145
3986,151
3987,161
3988,74
3989,150
3990,100
3991,86
3992,115
3993,121
3994,55
3995,139
3996,66
3997,174
3998,179
3999,171
4000,201
4001,170
4002,121
4003,103
4004,63
4005,102
4006,135
4007,74
4008,91
4009,67
4010,75
4011,83
4012,190
4013,171
4014,112
4015,237
4016,255
4017,126
4018,281
4019,142
4020,113
4021,182
4022,68
4023,99
4024,60
4025,100
4026,101
4027,88
4028,147
4029,244
4030,163
4031,126
4032,102
4033,58
4034,50
4035,57
4036,134
4037,141
4038,110
4039,97
4040,172
4041,118
4042,136
4043,130
4044,150
4045,134
4046,164
4047,200
4048,68
4049,178
4050,186
4051,80
4052,98
4053,138
4054,104
4055,105
4056,111
4057,98
4058,119
4059,115
4060,174
4061,166
4062,95
4063,126
4064,71
4065,65
4066,116
4067,69
4068,44
4069,173
4070,63
4071,43
4072,139
4073,193
4074,115
4075,110
4076,124
4077,113
4078,137
4079,207
4080,229
4081,117
4082,119
4083,150
4084,80
4085,106
4086,137
4087,113
4088,146
4089,117
4090,93
4091,103
4092,114
4093,134
4094,90
4095,118
4096,110
4097,163
4098,157
4099,210
4100,149
4101,107
4102,144
4103,188
4104,61
4105,135
4106,167
4107,114
4108,91
4109,73
4110,107
4111,147
4112,144
4113,101
4114,168
4115,133
4116,121
4117,227
4118,171
4119,104
4120,104
4121,115
4122,91
4123,121
4124,88
4125,80
4126,135
4127,162
4128,140
4129,99
4130,158
4131,142
4132,107
4133,84
4134,75
4135,196
4136,129
4137,105
4138,132
4139,119
4140,222
4141,156
4142,67
4143,168
4144,95
4145,111
4146,138
4147,86
4148,158
4149,116
4150,102
4151,98
4152,115
4153,92
4154,125
4155,127
4156,120
4157,187
4158,165
4159,152
4160,124
4161,70
4162,164
4163,122
4164,63
4165,107
4166,203
4167,200
4168,63
4169,45
4170,102
4171,233
4172,141
4173,125
4174,130
4175,116
4176,119
4177,107
4178,79
4179,61
4180,171
4181,105
4182,139
4183,176
4184,135
4185,104
4186,111
4187,110
4188,83
4189,86
4190,121
4191,91
4192,57
4193,96
4194,111
4195,105
4196,212
4197,200
4198,153
4199,136
4200,120
4201,139
4202,148
4203,82
4204,139
4205,103
4206,92
4207,76
4208,126
4209,221
4210,145
4211,144
4212,122
4213,132
4214,116
4215,95
4216,65
4217,58
4218,85
4219,39
4220,44
4221,183
4222,115
4223,172
4224,67
4225,133
4226,121
4227,150
4228,64
4229,48
4230,105
4231,181
4232,195
4233,137
4234,166
4235,77
4236,185
4237,109
4238,108
4239,77
4240,103
4241,82
4242,64
4243,79
4244,81
4245,100
4246,47
4247,140
4248,87
4249,105
4250,73
4251,48
4252,26
4253,80
4254,87
4255,82
4256,114
4257,69
4258,111
4259,270
4260,153
4261,140
4262,202
4263,197
4264,101
4265,69
4266,241
4267,172
4268,97
4269,210
4270,110
4271,165
4272,140
4273,109
4274,109
4275,131
4276,133
4277,121
4278,63
4279,131
4280,100
4281,67
4282,227
4283,154
4284,137
4285,53
4286,190
4287,106
4288,168
4289,111
4290,74
4291,102
4292,122
4293,124
4294,83
4295,80
4296,101
4297,134
4298,106
4299,168
4300,234
4301,156
4302,101
4303,91
4304,87
4305,92
4306,78
4307,106
4308,88
4309,65
4310,116
4311,100
4312,149
4313,199
4314,125
4315,180
4316,161
4317,142
4318,183
4319,96
4320,158
4321,47
4322,106
4323,132
4324,77
4325,144
4326,96
4327,62
4328,114
4329,193
4330,182
4331,193
4332,145
4333,168
4334,112
4335,222
4336,125
4337,108
4338,201
4339,183
4340,97
4341,69
4342,247
4343,226
4344,161
4345,170
4346,202
4347,300
4348,215
4349,204
4350,198
4351,177
4352,185
4353,210
4354,182
4355,131
4356,154
4357,184
4358,116
4359,177
4360,152
4361,135
4362,157
4363,178
4364,250
4365,175
4366,241
4367,179
4368,109
4369,243
4370,207
4371,173
4372,231
4373,170
4374,124
4375,119
4376,172
4377,177
4378,166
4379,254
4380,297
4381,238
4382,201
4383,230
4384,131
4385,247
4386,151
4387,176
4388,169
4389,84
4390,143
4391,110
4392,114
4393,94
4394,156
4395,71
4396,138
4397,132
4398,221
4399,163
4400,112
4401,58
4402,87
4403,124
4404,128
4405,96
4406,81
4407,75
4408,55
4409,59
4410,164
4411,125
4412,64
4413,63
4414,149
4415,177
4416,118
4417,119
4418,125
4419,122
4420,181
4421,136
4422,113
4423,116
4424,161
4425,72
4426,42
4427,107
4428,161
4429,178
4430,148
4431,116
4432,164
4433,78
4434,97
4435,156
4436,98
4437,67
4438,67
4439,40
4440,67
4441,60
4442,91
4443,113
4444,155
4445,163
4446,155
4447,132
4448,137
4449,215
4450,202
4451,143
4452,91
4453,136
4454,111
4455,157
4456,65
4457,126
4458,82
4459,106
4460,166
4461,121
4462,109
4463,89
4464,110
4465,53
4466,129
4467,53
4468,162
4469,119
4470,144
4471,89
4472,108
4473,54
4474,90
4475,116
4476,89
4477,151
4478,151
4479,123
4480,98
4481,155
4482,147
4483,123
4484,141
4485,136
4486,197
4487,40
4488,34
4489,47
4490,114
4491,149
4492,168
4493,151
4494,146
4495,241
4496,186
4497,178
4498,145
4499,193
4500,203
4501,231
4502,144
4503,128
4504,56
4505,81
4506,94
4507,159
4508,151
4509,152
4510,77
4511,109
4512,97
4513,107
4514,153
4515,151
4516,166
4517,129
4518,163
4519,112
4520,147
4521,149
4522,160
4523,110
4524,197
4525,77
4526,170
4527,82
4528,154
4529,90
4530,105
4531,105
4532,136
4533,139
4534,63
4535,118
4536,66
4537,159
4538,170
4539,127
4540,106
4541,110
4542,94
4543,105
4544,192
4545,101
4546,90
4547,87
4548,120
4549,88
4550,121
4551,105
4552,140
4553,175
4554,111
4555,216
4556,122
4557,203
4558,175
4559,206
4560,186
4561,154
4562,119
4563,199
4564,237
4565,165
4566,57
4567,98
4568,67
4569,58
4570,76
4571,103
4572,52
4573,128
4574,104
4575,92
4576,172
4577,97
4578,175
4579,154
4580,157
4581,118
4582,101
4583,113
4584,154
4585,108
4586,113
4587,146
4588,122
4589,114
4590,106
4591,105
4592,128
4593,104
4594,89
4595,103
4596,62
4597,76
4598,87
4599,39
4600,92
4601,136
4602,82
4603,157
4604,155
4605,164
4606,215
4607,106
4608,89
4609,108
4610,66
4611,75
4612,68
4613,64
4614,55
4615,43
4616,110
4617,141
4618,143
4619,118
4620,192
4621,163
4622,172
4623,139
4624,182
4625,101
4626,91
4627,109
4628,88
4629,146
4630,123
4631,154
4632,73
4633,98
4634,72
4635,58
4636,143
4637,62
4638,73
4639,122
4640,85
4641,82
4642,108
4643,198
4644,112
4645,163
4646,209
4647,298
4648,93
4649,143
4650,108
4651,101
4652,104
4653,187
4654,119
4655,46
4656,235
4657,86
4658,90
4659,152
4660,137
4661,128
4662,82
4663,211
4664,138
4665,144
4666,86
4667,93
4668,70
4669,125
4670,33
4671,54
4672,113
4673,115
4674,112
4675,108
4676,122
4677,151
4678,79
4679,91
4680,133
4681,142
4682,192
4683,102
4684,51
4685,65
4686,129
4687,88
4688,88
4689,123
4690,84
4691,149
4692,203
4693,91
4694,100
4695,126
4696,83
4697,50
4698,184
4699,164
4700,104
4701,35
4702,105
4703,146
4704,96
4705,113
4706,145
4707,189
4708,153
4709,148
4710,135
4711,74
4712,123
4713,115
4714,156
4715,107
4716,114
4717,118
4718,89
4719,104
4720,112
4721,66
4722,103
4723,58
4724,74
4725,137
4726,91
4727,53
4728,161
4729,137
4730,141
4731,189
4732,179
4733,85
4734,98
4735,73
4736,123
4737,100
4738,103
4739,135
4740,107
4741,88
4742,93
4743,103
4744,51
4745,64
4746,76
4747,114
4748,79
4749,122
4750,142
4751,133
4752,136
4753,115
4754,121
4755,63
4756,99
4757,63
4758,79
4759,54
4760,59
4761,95
4762,107
4763,118
4764,119
4765,188
4766,120
4767,104
4768,124
4769,144
4770,242
4771,203
4772,150
4773,148
4774,117
4775,80
4776,105
4777,51
4778,97
4779,87
4780,48
4781,104
4782,211
4783,69
4784,60
4785,111
4786,51
4787,48
4788,175
4789,176
4790,181
4791,53
4792,62
4793,75
4794,132
4795,93
4796,114
4797,74
4798,91
4799,242
4800,67
4801,122
4802,93
4803,108
4804,154
4805,142
4806,172
4807,131
4808,97
4809,56
4810,92
4811,165
4812,93
4813,55
4814,101
4815,76
4816,106
4817,68
4818,56
4819,159
4820,150
4821,291
4822,95
4823,62
4824,85
4825,80
4826,58
4827,98
4828,170
4829,217
4830,141
4831,84
4832,111
4833,60
4834,47
4835,122
4836,118
4837,145
4838,177
4839,179
4840,125
4841,63
4842,87
4843,111
4844,34
4845,76
4846,95
4847,132
4848,30
4849,105
4850,121
4851,113
4852,139
4853,165
4854,177
4855,167
4856,141
4857,79
4858,85
4859,116
4860,166
4861,82
4862,104
4863,99
4864,68
4865,76
4866,99
4867,94
4868,116
4869,54
4870,112
4871,127
4872,56
4873,104
4874,75
4875,73
4876,62
4877,173
4878,127
4879,209
4880,174
4881,149
4882,105
4883,81
4884,68
4885,87
4886,77
4887,60
4888,92
4889,52
4890,69
4891,46
4892,116
4893,145
4894,93
4895,92
4896,98
4897,198
4898,144
4899,151
4900,190
4901,161
4902,172
4903,100
4904,104
4905,30
4906,77
4907,98
4908,67
4909,45
4910,68
4911,157
4912,63
4913,92
4914,100
4915,81
4916,95
4917,178
4918,138
4919,195
4920,92
4921,143
4922,116
4923,126
4924,148
4925,141
4926,158
4927,109
4928,122
4929,79
4930,74
4931,98
4932,48
4933,100
4934,61
4935,89
4936,92
4937,115
4938,101
4939,104
4940,145
4941,212
4942,167
4943,167
4944,142
4945,138
4946,71
4947,145
4948,81
4949,130
4950,90
4951,91
4952,86
4953,78
4954,92
4955,110
4956,128
4957,114
4958,78
4959,98
4960,58
4961,133
4962,115
4963,101
4964,73
4965,42
4966,54
4967,34
4968,45
4969,62
4970,71
4971,28
4972,75
4973,140
4974,84
4975,81
4976,235
4977,70
4978,23
4979,5
4983,16
4984,27
4985,12
4986,20
4987,25
4988,23
4989,18
4990,6
4992,33
4993,71
4994,48
4995,26
4996,61
4997,36
4998,50
4999,34
5000,85
5001,91
5002,80
5003,83
5004,91
5005,80
5006,75
5007,73
5008,74
5009,130
5010,176
5011,185
5012,133
5013,90
5014,78
5015,110
5016,98
5017,70
5018,106
5019,63
5020,67
5021,67
5022,87
5023,121
5024,154
5025,161
5026,97
5027,134
5028,126
5029,88
5030,71
5031,133
5032,194
5033,138
5034,78
5035,106
5036,93
5037,79
5038,107
5039,54
5040,82
5041,57
5042,65
5043,76
5044,184
5045,119
5046,108
5047,127
5048,139
5049,97
5050,160
5051,119
5052,85
5053,122
5054,151
5055,166
5056,114
5057,61
5058,121
5059,96
5060,83
5061,73
5062,84
5063,54
5064,51
5065,47
5066,44
5067,98
5068,85
5069,101
5070,165
5071,157
5072,128
5073,76
5074,117
5075,223
5076,256
5077,149
5078,91
5079,149
5080,75
5081,81
5082,55
5083,40
5084,43
5085,143
5086,98
5087,77
5088,125
5089,31
5090,154
5091,72
5092,108
5093,132
5094,134
5095,109
5096,108
5097,138
5098,106
5099,86
5100,113
5101,112
5102,76
5103,241
5104,78
5105,82
5106,134
5107,148
5108,98
5109,120
5110,155
5111,154
5112,136
5113,104
5114,134
5115,142
5116,195
5117,99
5118,88
5119,63
5120,180
5121,143
5122,149
5123,91
5124,93
5125,62
5126,74
5127,50
5128,57
5129,92
5130,29
5131,172
5132,68
5133,73
5134,127
5135,43
5136,73
5137,129
5138,107
5139,145
5140,226
5141,209
5142,213
5143,64
5144,135
5145,82
5146,116
5147,150
5148,126
5149,79
5150,41
5151,74
5152,71
5153,76
5154,48
5155,69
5156,114
5157,116
5158,64
5159,205
5160,93
5161,90
5162,121
5163,92
5164,117
5165,110
5166,48
5167,18
5168,118
5169,72
5170,152
5171,118
5172,88
5173,226
5174,134
5175,264
5176,134
5177,111
5178,102
5179,103
5180,165
5181,128
5182,132
5183,177
5184,91
5185,131
5186,101
5187,133
5188,47
5189,90
5190,80
5191,38
5192,98
5193,80
5194,30
5195,116
5196,63
5197,133
5198,161
5199,152
5200,94
5201,148
5202,145
5203,93
5204,149
5205,87
5206,90
5207,56
5208,133
5209,200
5210,170
5211,96
5212,90
5213,195
5214,147
5215,165
5216,112
5217,94
5218,121
5219,195
5220,149
5221,132
5222,75
5223,76
5224,67
5225,111
5226,182
5227,159
5228,76
5229,86
5230,103
5231,108
5232,48
5233,79
5234,35
5235,88
5236,91
5237,149
5238,165
5239,136
5240,73
5241,138
5242,125
5243,50
5244,185
5245,112
5246,101
5247,115
5248,123
5249,63
5250,136
5251,66
5252,114
5253,104
5254,52
5255,70
5256,28
5257,85
5258,151
5259,125
5260,141
5261,133
5262,139
5263,77
5264,129
5265,168
5266,109
5267,117
5268,83
5269,121
5270,84
5271,60
5272,92
5273,71
5274,51
5275,93
5276,83
5277,82
5278,161
5279,49
5280,54
5281,67
5282,68
5283,39
5284,42
5285,45
5286,46
5287,70
5288,43
5289,92
5290,87
5291,75
5292,84
5293,34
5294,37
5295,78
5296,67
